userid,permissions,bugsfiled,assignedto
258618,0,9,0
258638,0,9,0
259374,0,3,0
261291,0,9,0
262329,0,270,0
262467,0,4,0
262637,0,33,0
262654,0,14,0
264063,0,1,0
264174,0,69,0
264343,0,5,0
264942,0,7,0
265647,0,1,0
267131,0,14,0
267931,0,13,1
268994,0,12,0
269917,0,9,0
271282,0,118,0
271324,0,1,0
271479,0,9,0
271542,0,8,0
272385,0,35,0
273233,0,2,0
274060,0,2,0
275151,0,2,0
275645,0,3,0
276128,0,95,0
277604,0,2,0
278510,0,25,0
279783,0,1,0
280414,0,2,0
280902,0,11,0
281519,0,8,0
282251,0,13,0
283645,0,2,0
284029,0,4,0
284056,0,12,0
284167,0,4,0
284191,0,3,0
284334,0,5,0
284425,0,1,0
285277,0,16,0
285688,0,14,0
285908,0,18,0
287740,0,20,1
288391,0,11,0
288743,0,11,0
290157,0,41,0
290159,0,2,0
290392,0,9,0
291422,0,1,0
292125,0,11,0
292243,0,17,0
293419,0,50,0
293590,0,50,0
295246,0,10,0
296035,0,4,0
296264,0,34,1
296274,0,18,0
296362,0,57,0
296434,0,26,2
296773,0,32,0
297121,0,1,0
300908,0,22,0
301032,0,8,0
301259,0,9,0
302812,0,31,0
302894,0,41,0
303022,0,72,1
303427,0,539,196
303902,0,35,0
304020,0,1,0
304657,0,1,0
304903,0,11,0
305128,0,36,2
305342,0,13,0
305406,0,5,0
305790,0,115,0
305949,0,30,0
306324,0,3,0
306528,0,66,0
306857,0,21,0
307208,0,5,0
308304,0,20,0
308313,0,2,0
308807,0,2,0
308829,0,22,0
309765,0,7,0
310092,0,6,0
310142,0,17,0
310806,0,1,0
311077,0,263,0
311321,0,6,0
311814,0,14,0
312991,0,1,0
313025,0,3,0
313212,0,2,0
313449,0,1,0
315013,0,37,0
315081,0,3,0
316577,0,21,0
316761,0,16,0
318077,0,2,0
319932,0,14,0
320678,0,48,0
321769,0,2,0
322104,0,1,0
322681,0,2,0
323161,0,2,0
323687,0,5,0
324251,0,12,0
326926,0,6,0
327274,0,61,0
327869,0,2,0
328018,0,1,0
328593,0,9,0
328755,0,5,0
329568,0,7,0
330330,0,2,0
330475,0,11,0
330717,0,3,0
331427,0,4,0
332852,0,7,0
333324,0,1,0
334192,0,25,0
335069,0,13,0
335090,0,5,0
335344,0,63,0
335778,0,3,0
335859,0,2,0
336421,0,180,0
338272,0,15,0
338403,0,6,0
338815,0,7,0
339431,0,32,0
339483,0,25,0
340155,0,3,0
341453,0,17,0
341852,0,3,0
343479,0,26,1
343653,0,36,4
343778,0,51,0
344177,0,1,0
345530,0,8,0
346787,0,17,0
348111,0,14,0
348704,0,1,0
349729,0,24,0
350083,0,3,0
350089,0,5,0
350674,0,4,0
351890,0,15,0
351930,0,9,0
353441,0,5,0
353600,0,4,0
353646,0,70,0
355633,0,3,0
356099,0,4,0
356243,0,9,0
356583,0,1,0
356614,0,124,0
358114,0,5,0
358471,0,1,0
359297,0,10,0
360368,0,2,0
361595,0,62,0
362497,0,7,0
362837,0,20,0
363138,0,14,0
364964,0,1,0
365046,0,6,0
365193,0,2,0
365239,0,2,0
365613,0,2,0
365890,0,9,0
365961,0,1,0
366148,0,2,0
366400,0,2,0
367544,0,4,0
367605,0,4,0
367870,0,2,0
367964,0,11,6
367999,0,3,0
368261,0,8,0
368417,0,9,0
369236,0,8,0
369453,0,508,0
369905,0,12,0
370637,0,9,0
370701,0,6,0
371158,0,8,0
371626,0,2,0
371749,0,3,0
372424,0,3,0
372795,0,36,0
372807,0,1,0
373304,0,2,0
373529,0,7,0
373781,0,2,0
374109,0,19,0
374266,0,1,0
374592,0,5,0
375103,0,2,0
375202,0,1,0
375616,0,34,0
375646,0,1,0
376337,0,8,0
377567,0,1,0
378079,0,26,0
378420,0,15,0
378679,0,1,0
378763,0,13,0
379121,0,2,0
379469,0,1,0
379486,0,31,0
379839,0,46,0
379864,0,63,0
380496,0,9,0
380623,0,3,0
381242,0,9,0
381875,0,6,0
382653,0,12,0
382769,0,1044,731
383005,0,98,0
383392,0,6,0
383453,0,2,0
383577,0,15,0
383936,0,29,0
384398,0,1,0
385857,0,4,0
386156,0,45,0
386878,0,4,0
387337,0,11,2
387505,0,1,0
387654,0,26,1
388117,0,2,0
388323,0,4,0
388391,0,13,0
388660,0,3,0
388962,0,13,0
390118,0,2,0
390525,0,2,0
390682,0,5,0
390918,0,4,0
391425,0,2,0
391774,0,8,0
392178,0,274,0
393386,0,1,0
393869,0,4,0
394169,0,2,0
395174,0,6,0
395641,0,3,0
395743,0,904,361
396398,0,1,0
396868,0,39,0
397354,0,4,0
397733,0,6,0
397975,0,40,0
398465,0,5,0
399018,0,6,0
399103,0,3,0
399379,0,1,0
399562,0,1,0
400036,0,8,0
400450,0,1,0
400617,0,15,0
401194,0,10,0
401392,0,8,0
401476,0,3,0
401478,0,1,0
401904,0,3,0
402532,0,2,0
402619,0,8,0
402743,0,1,0
404726,0,8,0
404761,0,14,1
404793,0,1,0
405029,0,3,0
405422,0,5,0
405617,0,5,0
406139,0,86,1
406159,0,1,0
406217,0,104,0
406503,0,5,0
406506,0,2,0
406802,0,3,0
407329,0,12,0
407546,0,2,0
407793,0,4,0
408273,0,15,0
408282,0,11,0
408992,0,1,0
409632,0,1,0
409912,0,11,0
410209,0,1,0
410411,0,144,0
410659,0,58,0
410720,0,23,0
410925,0,1,0
411016,0,22,0
411075,0,2,0
413022,0,18,0
413745,0,16,3
413914,0,1,0
414578,0,2,0
415548,0,13,0
415610,0,8,0
416065,0,3,0
416173,0,142,0
417036,0,3,0
417325,0,2,0
418987,0,7,0
419066,0,2,0
420676,0,38,2
420740,0,36,0
420876,0,11,0
421230,0,3,0
421347,0,15,0
421681,0,1,0
422199,0,11,0
422337,0,3,0
422680,0,8,0
422884,0,1,0
422935,0,34,0
423371,0,11,0
423629,0,44,0
423965,0,1,0
424017,0,2,0
424059,0,2,0
424207,0,1,0
424271,0,17,0
424479,0,6,0
425760,0,34,0
426268,0,1,0
426906,0,2,0
426924,0,2,0
426998,0,2,0
427502,0,9,0
427519,0,2,0
427678,0,9,0
428464,0,163,0
428625,0,423,249
429050,0,10,0
429071,0,9,0
429074,0,2,0
429089,0,14,0
429412,0,2,0
429779,0,7,0
429884,0,11,0
430014,0,59,0
430079,0,12,0
430168,0,8,0
430924,0,8,0
431144,0,7,0
431279,0,2,0
431893,0,1,0
432267,0,11,0
432309,0,4,0
432446,0,57,0
432649,0,5,0
432697,0,113,0
433145,0,9,0
433320,0,2,0
433380,0,27,0
433687,0,1,0
434511,0,4,0
434942,0,2,0
435391,0,11,0
435527,0,3,0
435845,0,6,1
436361,0,125,4
436800,0,116,0
436882,0,9,3
437288,0,2,0
437905,0,33,0
438186,0,1,0
438811,0,1,0
439855,0,3,0
440234,0,7,0
440263,0,2,0
440613,0,8,0
440679,0,4,0
440824,0,4,0
440919,0,19,0
441122,0,2,0
441551,0,12,0
441757,0,1,0
441808,0,1,0
442283,0,2,0
442688,0,21,0
442827,0,1,0
442845,0,9,0
443263,0,4,0
443733,0,2,0
444515,0,2,0
444978,0,2,0
445434,0,4,0
445459,0,54,0
445625,0,29,0
445626,0,75,0
445776,0,16,0
445884,0,7,0
446021,0,16,0
446455,0,3,0
446795,0,3,0
446905,0,13,0
447064,0,10,0
447437,0,2,0
447651,0,6,0
447672,0,1,0
447977,0,5,0
448289,0,4,0
448823,0,13,0
449086,0,21,0
449393,0,1,0
449428,0,11,0
449718,0,2,0
449820,0,1,0
449900,0,15,0
449979,0,2,0
450125,0,2,0
450280,0,5,0
450329,0,1,0
450836,0,6,0
451229,0,7,0
451770,0,2,0
452201,0,47,0
452214,0,3,0
452616,0,18,0
452852,0,3,0
452948,0,5,0
453117,0,2,0
453658,0,1,0
454720,0,5,0
455024,0,27,0
455393,0,38,0
455398,0,13,0
455510,0,13,0
455525,0,4,0
456290,0,6,0
456399,0,4,0
456928,0,18,0
456982,0,40,12
457123,0,4,0
458074,0,2,0
458495,0,9,0
458826,0,24,2
458865,0,4,1
459086,0,1,0
459250,0,5,0
459562,0,498,364
459564,0,1,0
459887,0,42,0
460070,0,1,0
460084,0,2,0
460127,0,1,0
462031,0,16,0
462229,0,4,0
462554,0,2,0
462568,0,28,0
462637,0,2,0
462848,0,2,0
462995,0,2,0
463032,0,3,0
463157,0,4,0
463363,0,3,0
463876,0,85,0
463938,0,3,0
464911,0,9,0
464982,0,2,0
465336,0,1,0
465498,0,2,0
465499,0,3,0
465607,0,6,0
465767,0,2,0
465940,0,3,0
465997,0,2,0
466151,0,6,0
467568,0,1,0
467676,0,4,0
467723,0,63,0
467890,0,5,0
468138,0,10,0
468408,0,3,0
468428,0,2,0
468903,0,18,0
469221,0,2,0
469261,0,2,0
469350,0,9,0
469435,0,5,0
469653,0,17,0
469914,0,9,0
470350,0,35,0
470420,0,5,0
470926,0,2,0
471244,0,4,1
471263,0,81,0
471275,0,7,0
471437,0,19,0
471651,0,2,0
471741,0,5,0
472354,0,6,0
472446,0,1,0
472473,0,3,0
472632,0,40,0
472856,0,6,0
473528,0,16,0
473831,0,29,0
473944,0,4,0
474169,0,4,0
474202,0,1,0
474252,0,3,0
474263,0,31,0
474383,0,7,0
474388,0,1,0
474472,0,2,0
474511,0,1,0
474838,0,12,0
475057,0,55,5
475850,0,14,0
475933,0,4,0
476182,0,2,0
477077,0,116,0
477082,0,1,0
477922,0,1,0
478548,0,50,0
478558,0,13,0
478577,0,60,0
478833,0,10,0
478910,0,3,0
481182,0,1,0
482002,0,13,0
482183,0,14,0
482367,0,4,0
482453,0,1,0
482975,0,9,0
483083,0,7,0
483088,0,3,0
484068,0,22,1
484121,0,3,0
485012,0,11,0
485057,0,41,0
485184,0,3,0
486862,0,1,0
486883,0,5,0
487761,0,9,0
488243,0,202,64
488502,0,9,0
488713,0,2,0
488929,0,3,0
488980,0,1,0
489156,0,25,0
489243,0,2,0
489854,0,1,0
489945,0,9,0
491900,0,2,0
493220,0,1,0
493353,0,2,0
494398,0,1,0
494484,0,2,0
495355,0,4,0
495570,0,1,0
495933,0,2,0
496477,0,46,0
496517,0,6,0
496697,0,13,0
496914,0,4,0
497380,0,49,0
497443,0,3,0
498321,0,5,0
498547,0,1,0
498695,0,17,0
499075,0,36,0
499768,0,19,0
499838,0,1,0
500036,0,1,0
500097,0,23,0
500957,0,59,52
501020,0,2,0
501213,0,1,0
501271,0,21,0
501703,0,8,0
502048,0,1,0
503475,0,1,0
503570,0,11,0
503620,0,3,0
503902,0,5,0
504299,0,2,0
504608,0,3,0
504640,0,23,0
504695,0,1,0
505256,0,2,0
505332,0,4,0
505882,0,9,0
505921,0,3,0
505980,0,1,0
506356,0,3,0
506986,0,2,0
507248,0,2,0
507643,0,35,0
507859,0,6,0
508075,0,1,0
508796,0,3,0
508808,0,4,0
508836,0,15,0
509031,0,2,0
509296,0,2,0
509557,0,9,0
509650,0,7,0
509757,0,9,0
510227,0,2,0
510274,0,2,0
510649,0,57,0
510658,0,1,0
511148,0,1,0
511453,0,2,0
511517,0,2,0
511586,0,22,0
511795,0,2,0
511892,0,26,27
512151,0,4,0
512314,0,89,0
514248,0,1,0
514329,0,1,0
514390,0,18,0
514541,0,2,0
514613,0,2,0
514751,0,45,0
514916,0,6,0
514956,0,2,0
515012,0,12,0
515413,0,9,0
515427,0,3,0
515859,0,3,0
516044,0,3,0
516334,0,59,0
516959,0,17,0
517406,0,7,0
518002,0,29,0
518098,0,2,0
518201,0,45,0
518273,0,16,0
518714,0,21,0
519623,0,3,0
519631,0,4,0
520226,0,3,0
520324,0,5,0
520428,0,80,0
520884,0,7,0
520971,0,2,0
521015,0,1,0
521598,0,5,0
521648,0,1,0
521736,0,2,0
521840,0,15,0
522216,0,1,0
522260,0,2,0
522826,0,3,0
523333,0,4,0
523451,0,3,0
523519,0,7,0
523529,0,5,0
523575,0,13,0
524404,0,9,0
524427,0,4,0
524439,0,5,0
524594,0,1,0
525033,0,58,0
525075,0,7,0
525427,0,2,0
525686,0,2,0
525865,0,8,0
526373,0,24,0
526412,0,3,0
526719,0,12,0
526958,0,1,0
527160,0,3,0
527807,0,2,0
528334,0,5,0
528968,0,54,0
529079,0,6,0
529373,0,1,0
529416,0,19,0
529695,0,5,0
529861,0,15,0
530025,0,27,0
530982,0,2,0
531042,0,1,0
531605,0,2,0
531784,0,3,0
531822,0,13,0
532162,0,2,0
532342,0,7,0
532352,0,3,0
532500,0,3,0
532626,0,4,0
532768,0,47,0
532903,0,25,0
533194,0,4,0
533468,0,5,0
533510,0,114,1
533511,0,2,0
533566,0,3,0
533619,0,13,0
534134,0,53,0
534207,0,7,0
534356,0,58,0
534848,0,33,1
535058,0,11,0
535649,0,16,0
535729,0,10,0
535780,0,5,0
535806,0,3,0
535863,0,13,0
535879,0,2,0
535991,0,31,0
536304,0,14,0
536479,0,11,0
536499,0,2,0
537022,0,3,0
537272,0,14,0
537839,0,10,0
537884,0,4,0
538140,0,76,0
538199,0,15,0
538225,0,67,1
538286,0,10,0
538312,0,18,0
539073,0,2,0
539143,0,4,0
539660,0,1,0
539736,0,6,0
539776,0,7,0
539909,0,55,0
540176,0,9,0
540465,0,1,0
540884,0,1,0
540902,0,1,0
540982,0,5,0
541005,0,3,0
541047,0,1,0
541112,0,2,0
541216,0,4,0
541411,0,2,0
541445,0,2,0
542190,0,38,0
542492,0,2,0
542501,0,9,0
542667,0,11,0
542718,0,1,0
542762,0,16,0
542783,0,5,1
542982,0,3,0
543021,0,1,0
543044,0,1,2
543157,0,7,0
543851,0,3,0
543960,0,8,1
544091,0,11,0
544143,0,1,0
544310,0,7,0
544361,0,2,0
544411,0,4,0
544975,0,5,0
545588,0,1,0
545673,0,1,0
545735,0,5,0
545777,0,2,0
545778,0,1,0
545830,0,2,0
545868,0,7,0
545892,0,2,0
546803,0,1,0
546805,0,2,0
546858,0,8,0
547687,0,1,0
547793,0,12,0
547950,0,1,0
548031,0,175,221
548119,0,13,0
548222,0,1,0
548577,0,4,0
548634,0,12,0
548662,0,16,0
548671,0,2,0
549259,0,9,0
549667,0,1,0
550576,0,2,0
550582,0,98,0
550651,0,1,0
550691,0,7,0
551036,0,4,0
551437,0,8,2
551865,0,1,0
552279,0,1,0
552494,0,6,0
552648,0,7,0
552756,0,3,0
552789,0,25,0
553539,0,2,0
553604,0,8,0
553831,0,100,2
554051,0,65,0
554385,0,2,0
554445,0,9,0
554496,0,2,0
554591,0,1,0
554753,0,52,0
555000,0,2,0
555029,0,3,0
555694,0,15,1
556121,0,22,0
556267,0,3,0
556581,0,2,0
556624,0,1,0
556717,0,22,0
556813,0,5,0
556893,0,2,0
557089,0,1,0
557309,0,8,0
557326,0,28,0
557377,0,1,0
557430,0,9,0
557479,0,1,0
557497,0,1,0
557692,0,20,0
557758,0,4,0
557847,0,6,0
558305,0,3,0
558386,0,3,0
558483,0,2,0
558501,0,8,0
558620,0,3,0
558692,0,7,0
558844,0,8,0
558921,0,5,0
559265,0,30,0
559378,0,30,0
559458,0,2,0
559601,0,1,0
559738,0,1,0
560182,0,4,0
560210,0,4,0
560260,0,4,0
560436,0,1,0
560836,0,1,0
560854,0,2,0
561285,0,3,0
561350,0,11,5
561805,0,1,0
561868,0,4,0
562240,0,4,0
562365,0,15,0
562662,0,1,0
562832,0,1,0
563165,0,2,0
563398,0,2,0
563878,0,6,0
563879,0,6,0
564016,0,2,0
564112,0,9,0
564315,0,2,0
564322,0,2,0
564856,0,2,0
565028,0,13,0
565081,0,3,0
565096,0,1,0
565766,0,31,0
566150,0,25,0
566490,0,3,0
566518,0,46,0
566556,0,3,0
566642,0,5,0
566838,0,2,0
566992,0,18,0
567732,0,1,0
568047,0,7,0
568171,0,6,0
568246,0,21,0
568365,0,111,0
568499,0,1,0
568534,0,4,0
569035,0,69,0
569450,0,2,0
569610,0,3,4
569684,0,54,0
569766,0,2,0
569933,0,1,0
569936,0,1,0
569946,0,2,0
570191,0,10,0
570371,0,6,0
570698,0,11,0
571192,0,1,0
571219,0,2,0
571670,0,12,7
571786,0,2,0
572079,0,2,0
572244,0,1,0
572549,0,45,0
572615,0,4,1
572628,0,6,0
573034,0,14,0
573082,0,2,0
573175,0,3,0
573204,0,12,0
573256,0,7,0
573347,0,6,0
573392,0,11,0
573587,0,43,0
573691,0,12,0
573795,0,3,0
573872,0,6,0
574292,0,2,0
574326,0,2,0
574384,0,1,0
574423,0,16,0
574726,0,37,0
575072,0,3,0
575095,0,9,0
575114,0,5,0
575116,0,2,0
575675,0,2,0
575768,0,1,0
575902,0,2,0
576211,0,1,0
576409,0,12,0
576544,0,3,0
576694,0,2,0
577231,0,5,0
577235,0,3,0
577281,0,1,0
577319,0,63,2
577415,0,4,0
577441,0,2,0
577484,0,2,0
577499,0,1,0
577538,0,3,0
577689,0,3,0
577745,0,6,0
578244,0,3,0
578285,0,10,0
578313,0,3,0
578352,0,1,0
578519,0,8,0
578913,0,3,0
579130,0,4,0
579228,0,1,0
579438,0,2,0
579540,0,5,0
580157,0,2,0
580221,0,50,0
580297,0,3,0
580694,0,22,0
580822,0,12,0
581226,0,119,60
581229,0,4,0
581302,0,26,0
581356,0,1,0
581376,0,8,0
581452,0,7,0
581551,0,26,0
581877,0,194,0
581883,0,8,0
582170,0,2,0
582407,0,2,0
582472,0,2,0
582857,0,1,0
582859,0,3,0
582917,0,38,0
582943,0,4,0
583013,0,3,0
583453,0,1,0
583620,0,3,0
583658,0,34,1
583748,0,1,0
584042,0,4,0
584092,0,2,0
584250,0,3,0
584532,0,3,0
584718,0,32,0
585067,0,4,0
585337,0,6,0
585516,0,5,0
586033,0,6,0
586213,0,2,0
586488,0,9,3
586541,0,2,0
586727,0,1,0
586731,0,4,0
586793,0,1,0
586861,0,8,0
587136,0,31,0
587329,0,6,2
587461,0,2,0
587542,0,2,0
587688,0,3,0
587736,0,7,0
587741,0,7,0
587838,0,2,0
587850,0,34,0
587858,0,1,0
587861,0,1,0
587898,0,8,0
587933,0,1,0
587952,0,7,0
587956,0,2,0
587984,0,2,0
588221,0,4,0
588239,0,29,0
588549,0,2,0
588763,0,7,0
588785,0,2,0
588853,0,2,0
589065,0,2,0
589188,0,1,0
589190,0,2,0
589371,0,2,0
589692,0,5,0
589881,0,2,0
590144,0,1,0
590380,0,11,0
590467,0,5,1
590542,0,2,0
590626,0,1,0
590677,0,2,0
590723,0,8,0
590737,0,11,0
590749,0,3,0
590765,0,23,0
590774,0,1,0
590792,0,3,0
590935,0,107,11
591231,0,7,0
591272,0,2,0
591369,0,5,0
591400,0,2,0
592057,0,4,0
592115,0,3,0
592516,0,3,0
592572,0,8,0
592587,0,12,0
592767,0,3,0
592880,0,10,0
592954,0,13,0
593097,0,3,0
593884,0,2,0
593967,0,7,0
594001,0,7,0
594123,0,1,0
594477,0,3,0
594562,0,5,0
594608,0,5,0
594637,0,2,0
594755,0,2,0
594807,0,3,0
594929,0,5,0
595207,0,11,0
595365,0,5,0
595829,0,4,2
595830,0,1,0
595869,0,1,0
595971,0,2,0
596123,0,5,0
596138,0,2,0
596180,0,6,0
596232,0,2,0
596274,0,7,1
596279,0,6,0
596283,0,5,0
596739,0,2,0
596779,0,8,0
596798,0,3,1
596852,0,1,0
596977,0,11,0
596985,0,4,0
597074,0,2,0
597132,0,12,0
597137,0,11,0
597147,0,2,0
597165,0,6,0
597243,0,4,0
597359,0,1,0
597385,0,1,0
597455,0,5,0
597462,0,11,0
597549,0,1,0
597563,0,2,0
597633,0,3,0
597648,0,1,0
597669,0,5,0
597710,0,4,0
597909,0,1,0
597989,0,4,0
598062,0,18,14
598092,0,16,39
598095,0,2,0
598201,0,28,0
598242,0,4,0
598271,0,5,0
598303,0,86,0
598512,0,2,0
598568,0,28,0
598647,0,3,0
598788,0,3,1
598798,0,11,0
599009,0,9,0
599150,0,9,0
599162,0,13,0
599164,0,2,0
599183,0,3,0
599420,0,14,0
599456,0,2,0
599520,0,2,0
599559,0,6,0
599622,0,1,0
599704,0,10,0
599718,0,3,0
599850,0,1,0
600017,0,2,0
600059,0,2,0
600078,0,6,0
600167,0,20,0
600236,0,2,0
600297,0,2,0
600305,0,92,0
600357,0,5,0
600371,0,2,0
600548,0,2,0
600567,0,3,0
600578,0,7,1
600633,0,5,0
600662,0,5,0
600678,0,2,0
600682,0,3,0
600694,0,4,0
600838,0,9,0
600989,0,22,17
601030,0,7,0
601052,0,4,0
601091,0,2,0
601173,0,5,0
601215,0,33,41
601221,0,2,0
601362,0,28,0
601403,0,3,0
601532,0,1,0
601552,0,2,0
601630,0,1,0
601637,0,1,0
601719,0,12,11
601724,0,4,0
601792,0,3,0
601826,0,24,0
601862,0,3,0
601981,0,2,0
601996,0,20,0
602025,0,2,0
602145,0,18,0
602159,0,4,0
602216,0,10,0
602235,0,4,0
602252,0,5,0
602328,0,28,0
602566,0,1,0
602571,0,1,0
602654,0,2,0
602657,0,2,0
602726,0,1,0
603003,0,1,0
603026,0,6,3
603036,0,2,0
603147,0,2,0
603149,0,10,0
603292,0,20,8
603382,0,1,0
603390,0,9,0
603392,0,2,0
603398,0,45,0
603525,0,2,0
603560,0,2,0
603600,0,5,0
603767,0,3,0
603811,0,2,0
603876,0,1,0
604018,0,1,0
604060,0,4,0
604120,0,1,0
604135,0,3,0
604187,0,8,0
604293,0,2,0
604382,0,1,0
604398,0,1,0
604422,0,2,0
604768,0,25,0
604977,0,2,0
604986,0,3,0
605041,0,106,0
605134,0,1,0
605266,0,4,0
605276,0,2,0
605285,0,2,0
605389,0,1,0
605464,0,7,0
605534,0,3,0
605551,0,5,5
605562,0,5,0
605613,0,4,0
605759,0,2,0
605851,0,2,0
605887,0,9,0
605989,0,2,0
606165,0,2,0
606275,0,12,0
606336,0,2,0
606361,0,2,0
606502,0,3,0
606580,0,3,4
606687,0,1,0
606730,0,2,0
606885,0,3,0
606933,0,3,0
606973,0,1,0
607026,0,1,0
607083,0,3,0
607151,0,2,0
607221,0,2,0
607286,0,3,0
607327,0,2,0
607502,0,1,0
607512,0,1,0
607541,0,18,0
607577,0,5,0
607591,0,5,0
607631,0,3,0
607650,0,2,0
607652,0,2,0
607680,0,3,0
607705,0,4,0
607724,0,2,0
607933,0,2,0
607987,0,2,0
608009,0,14,0
608026,0,2,0
608063,0,2,0
608070,0,3,0
608134,0,2,0
608275,0,7,0
608345,0,6,0
608482,0,8,0
608644,0,24,0
608724,0,6,0
608731,0,3,0
608782,0,6,0
608793,0,2,0
608849,0,3,0
608894,0,2,0
608922,0,5,0
608980,0,3,0
609006,0,1,0
609047,0,4,0
609061,0,2,0
609099,0,5,0
609116,0,1,0
609124,0,2,0
609142,0,2,0
609146,0,1,0
609153,0,2,0
609172,0,1,0
609173,0,1,1
609234,0,2,0
609238,0,2,0
609249,0,4,7
609274,0,1,0
609286,0,1,0
609297,0,1,0
609306,0,1,0
609314,0,1,0
609319,0,1,0
609320,0,1,0
609322,0,1,0
609327,0,1,0
609333,0,1,0
609344,0,2,0
609346,0,4,0
609355,0,1,0
609362,0,1,0
609367,0,1,0
609369,0,1,0
609395,0,1,0
609403,0,1,0
609411,0,2,0
609412,0,1,0
609413,0,1,0
609450,0,1,0
609470,0,1,0
